PacketNum,PacketNumLogged,Pitch,Roll,Yaw,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,IMUTemp,HPSTemp,EXTTemp,BATTemp,PMTTemp,gpsPacketNums,gpsTimes,gpsLats,gpsLongs,gpsSpeeds,gpsAngles,gpsAlts,gpsSatNums,gpsLatErrs,gpsLongErrs,gpsAltErrs,gpsClkBiases,gpsClkDrifts,gpsTimeErrs,UTCDateTime
0,0,1.208,-1.023,0.043,0.34323275,0.3530394,9.9047165,-2.8,4.1,-1,497,2030,2425,27.46,21.8476337662319,19.849331206759,21.4289105090908,21.8009237813338,0,739056.185532413,34.5658466666664,-88.6314141666671,-2.751760956,314.96,148.5,5,-190,-32,-507,-794463,-647.09,21,19-Jun-2023 04:27:10
1,1,2.36,-1.981,0.094,0.34323275,0.34323275,9.9831697,-3,2.7,-1.6,490,2094,2432,27.67,21.7698097419057,20.1491741901621,21.2901582699171,21.7698097419057,1,739056.185543984,34.5658479999997,-88.6314076666658,-2.70854766,314.18,149,5,-186,-31,-497,-795066,-646.403,21,19-Jun-2023 04:27:11
2,2,3.469,-2.874,0.143,0.3726527,0.36284605,10.01258965,-3.1,2.2,-1.5,461,2080,2459,27.85,21.5680708196798,19.8792348877113,21.4597995990347,21.7231774815723,2,739056.185555562,34.5658493333331,-88.6314011666664,-2.665334364,313.39,149.5,5,-182,-30,-487,-795669,-645.716,21,19-Jun-2023 04:27:12
3,3,4.537,-3.743,0.203,0.42168595,0.36284605,10.002783,-3.1,2.3,-1.6,504,2037,2432,27.97,22.1602396703408,20.0140223414805,21.5216384306769,21.754260488288,3,739056.185567133,34.5658506666664,-88.6313946666669,-2.622121068,312.6,150,5,-178,-29,-477,-796272,-645.029,21,19-Jun-2023 04:27:13
4,4,5.576,-4.547,0.257,0.392266,0.34323275,10.03220295,-3.1,2.1,-1.6,447,2051,2459,28.04,21.9724233071772,19.9840382231602,21.5525882713828,21.7698097419057,4,739056.185578704,34.5658519999997,-88.6313881666665,-2.578907772,311.82,150.5,5,-174,-28,-467,-796875,-644.342,21,19-Jun-2023 04:27:14
5,5,6.575,-5.316,0.31,0.4118793,0.3334261,10.0420096,-3.3,2.1,-1.4,447,2137,2391,28.11,21.7231774815723,19.9990280357209,21.3209570646775,21.754260488288,5,739056.185590282,34.5658533333331,-88.631381666667,-2.535694476,311.03,151,5,-170,-27,-457,-797478,-643.655,21,19-Jun-2023 04:27:15
6,6,7.579,-6.035,0.368,0.32361945,0.36284605,10.01258965,-3.3,1.7,-1.5,468,2087,2453,28.19,22.0349440739926,19.9690528983467,21.4907088897507,21.754260488288,6,739056.185601853,34.5658546666664,-88.6313751666657,-2.49248118,310.25,151.5,5,-166,-26,-447,-798081,-642.968,21,19-Jun-2023 04:27:16
7,7,8.523,-6.707,0.421,0.36284605,0.34323275,10.0812362,-3.1,2.1,-1.5,440,2130,2425,28.2,21.3980415706122,19.9840382231602,21.6145490510742,21.5680708196798,7,739056.185613431,34.5658559999999,-88.6313686666663,-2.449267884,309.46,152,5,-162,-25,-437,-798684,-642.281,21,19-Jun-2023 04:27:17
8,8,9.448,-7.352,0.483,0.36284605,0.36284605,10.05181625,-2.9,2.4,-1.5,482,2087,2453,28.28,22.1445591118358,20.1040828393648,21.2286204253818,21.7076437158309,8,739056.185625002,34.565857333333,-88.6313621666668,-2.406054588,308.68,152.5,5,-158,-24,-427,-799287,-641.594,21,19-Jun-2023 04:27:18
9,9,10.33,-7.974,0.546,0.38245935,0.34323275,10.05181625,-3.1,2.2,-1.5,482,2087,2453,28.36,22.2387226412228,20.1792578219599,21.3363639514761,21.7698097419057,9,739056.185636573,34.5658586666664,-88.6313556666664,-2.362841292,307.9,153,5,-154,-23,-417,-799890,-640.907,21,19-Jun-2023 04:27:18
10,10,11.194,-8.564,0.608,0.3530394,0.34323275,10.0223963,-3,2.1,-1.4,482,2058,2453,28.39,22.3488244999129,19.9990280357209,21.6610732933889,21.7231774815723,10,739056.185648151,34.5658599999997,-88.631349166667,-2.319627996,307.11,153.5,5,-150,-22,-407,-800493,-640.22,21,19-Jun-2023 04:27:20
11,11,12.019,-9.105,0.657,0.36284605,0.3530394,10.03220295,-3.1,2.2,-1.4,433,2151,2363,28.43,22.0818901115404,19.9241237959733,21.5371108104541,21.5525882713828,11,739056.185659729,34.565861333333,-88.6313426666666,-2.2764147,306.33,154,5,-146,-21,-397,-801096,-639.533,21,19-Jun-2023 04:27:21
12,12,12.799,-9.612,0.705,0.3726527,0.34323275,10.0223963,-3,2.2,-1.5,411,2073,2494,28.45,22.4749802799681,20.164213729252,21.5216384306769,21.7387164036188,12,739056.1856713,34.5658626666666,-88.6313361666662,-2.233201404,305.54,154.5,5,-142,-20,-387,-801699,-638.846,21,19-Jun-2023 04:27:22
13,13,13.538,-10.105,0.758,0.38245935,0.32361945,10.05181625,-3.1,2.2,-1.4,440,2015,2411,28.49,22.5698266443105,19.849331206759,21.3671927344227,21.645560089862,13,739056.185682878,34.5658639999999,-88.6313296666667,-2.189988108,304.75,155,5,-138,-19,-377,-802302,-638.159,21,19-Jun-2023 04:27:23
14,14,14.255,-10.554,0.795,0.36284605,0.34323275,10.01258965,-3.1,2.1,-1.4,390,2108,2432,28.52,22.2701533690134,19.9540720558354,21.5835584615703,21.7076437158309,14,739056.185694449,34.5658653333332,-88.6313231666663,-2.146774812,303.97,155.5,5,-134,-18,-367,-802905,-637.472,21,19-Jun-2023 04:27:24
15,15,14.928,-10.974,0.833,0.40207265,0.3726527,10.01258965,-3.1,2.2,-1.5,404,2051,2446,28.55,22.3960921149843,19.9091563677665,21.5371108104541,21.5835584615703,15,739056.185706019,34.5658666666664,-88.6313166666669,-2.103561516,303.18,156,5,-130,-17,-357,-803508,-636.785,21,19-Jun-2023 04:27:25
16,16,15.587,-11.412,0.89,0.3726527,0.3334261,10.002783,-3.1,2.2,-1.4,490,1994,2473,28.55,22.6014861071707,20.059032272571,21.5835584615703,21.754260488288,16,739056.185717598,34.5658679999997,-88.6313101666665,-2.06034822,302.4,156.5,5,-126,-16,-347,-804111,-636.098,21,19-Jun-2023 04:27:26
17,17,16.219,-11.808,0.931,0.32361945,0.32361945,10.03220295,-3.1,2.2,-1.5,447,2065,2446,28.6,22.7919087890057,20.1040828393648,21.4907088897507,21.5525882713828,17,739056.185729168,34.565869333333,-88.631303666667,-2.017134924,301.62,157,5,-122,-15,-337,-804714,-635.411,21,19-Jun-2023 04:27:27
18,18,16.79,-12.179,0.967,0.392266,0.3334261,10.0616229,-3.2,2.2,-1.4,447,2065,2432,28.62,22.6490167460274,19.9990280357209,21.5680708196798,21.7698097419057,18,739056.185740747,34.5658706666663,-88.6312971666666,-1.973921628,300.83,157.5,5,-118,-14,-327,-805317,-634.724,21,19-Jun-2023 04:27:28
19,19,17.339,-12.512,0.99,0.3726527,0.36284605,10.0420096,-3,2.2,-1.4,426,2087,2480,28.67,23.1110798880014,20.0740446057789,21.3671927344227,21.5680708196798,19,739056.185752317,34.5658719999999,-88.6312906666662,-1.930708332,300.05,158,5,-114,-13,-317,-805920,-634.037,21,19-Jun-2023 04:27:29
20,20,17.884,-12.868,-1.031,0.3726527,0.34323275,10.01258965,-3.1,2.2,-1.4,504,2108,2459,28.7,22.8396401320733,20.0290211458974,21.5061711258425,21.5371108104541,20,739056.185763888,34.5658733333332,-88.6312841666663,-1.887495036,299.26,158.5,5,-110,-12,-307,-806523,-633.35,21,19-Jun-2023 04:27:29
21,21,18.42,-13.219,-1.078,0.3530394,0.3530394,9.99297635,-3.1,2.2,-1.4,553,2087,2466,28.7,23.2393887989256,19.849331206759,21.4597995990347,21.7853641708066,21,739056.185775466,34.5658746666666,-88.6312776666668,-1.84428174,298.48,159,5,-106,-11,-297,-807126,-632.663,21,19-Jun-2023 04:27:31
22,22,18.878,-13.495,-1.089,0.3726527,0.3726527,10.0420096,-3.2,2.3,-1.3,440,2030,2384,28.72,22.6807315479997,20.2093596903726,21.444352532051,21.7231774815723,22,739056.185787037,34.5658759999999,-88.6312711666665,-1.801068444,297.69,159.5,5,-102,-10,-287,-807729,-631.976,21,19-Jun-2023 04:27:32
23,23,19.315,-13.787,-1.111,0.392266,0.3334261,10.09104285,-3,2.2,-1.3,504,2108,2377,28.76,23.1751881404251,20.1040828393648,21.5216384306769,21.6610732933889,23,739056.185798615,34.5658773333332,-88.6312646666665,-1.757855148,296.91,160,5,-98,-9,-277,-808332,-631.289,21,19-Jun-2023 04:27:33
24,24,19.718,-14.035,-1.11,0.40207265,0.3726527,10.05181625,-3.1,2.2,-1.4,440,2130,2411,28.78,23.529447691351,20.1943064738198,21.444352532051,21.5371108104541,24,739056.18581019,34.5658786666663,-88.6312581666666,-1.714641852,296.12,160.5,5,-94,-8,-267,-808935,-630.602,21,19-Jun-2023 04:27:34
25,25,20.113,-14.272,-1.101,0.3726527,0.36284605,9.97336305,-3.1,2.2,-1.4,397,2101,2370,28.8,23.4809721484378,19.8642808250471,21.5371108104541,21.6145490510742,25,739056.18582176,34.5658799999999,-88.6312516666662,-1.671428556,295.33,161,5,-90,-7,-257,-809538,-629.915,21,19-Jun-2023 04:27:35
26,26,20.477,-14.498,-1.095,0.3530394,0.3530394,10.07142955,-3.3,2.1,-1.3,461,2108,2432,28.84,23.4486846996388,20.0740446057789,21.4907088897507,21.7076437158309,26,739056.185833335,34.5658813333332,-88.6312451666663,-1.62821526,294.55,161.5,5,-86,-6,-247,-810141,-629.228,21,19-Jun-2023 04:27:36
27,27,20.824,-14.732,-1.097,0.36284605,0.34323275,10.0223963,-3.1,2.1,-1.4,482,2101,2480,28.85,23.2876002110863,20.2093596903726,21.6145490510742,21.6765916280356,27,739056.185844909,34.5658826666665,-88.6312386666668,-1.585001964,293.77,162,5,-82,-5,-237,-810744,-628.541,21,19-Jun-2023 04:27:37
28,28,21.132,-14.937,-1.078,0.36284605,0.34323275,9.99297635,-3.2,2.2,-1.3,418,2037,2418,28.86,23.0790602709434,19.9690528983467,21.6145490510742,21.863214166866,28,739056.185856484,34.5658839999999,-88.6312321666665,-1.541788668,292.98,162.5,5,-78,-4,-227,-811347,-627.854,21,19-Jun-2023 04:27:38
29,29,21.434,-15.151,-1.07,0.3530394,0.3334261,10.002783,-3.1,2,-1.3,475,2037,2404,28.88,23.368069177984,20.1792578219599,21.3517758393543,21.863214166866,29,739056.185868058,34.5658853333332,-88.6312256666665,-1.498575372,292.2,163,5,-74,-3,-217,-811950,-627.167,21,19-Jun-2023 04:27:39
30,30,21.708,-15.363,-1.064,0.38245935,0.3138128,10.05181625,-3.1,2.1,-1.4,497,2087,2397,28.9,23.0310738215276,20.1491741901621,21.444352532051,21.7698097419057,30,739056.185879633,34.5658866666665,-88.6312191666666,-1.455362076,291.41,163.5,5,-70,-2,-207,-812553,-626.48,21,19-Jun-2023 04:27:40
31,31,21.99,-15.561,-1.054,0.3334261,0.3334261,10.0223963,-3.1,2.2,-1.4,511,2087,2425,28.92,23.6265592404358,20.1943064738198,21.2747663497747,21.6610732933889,31,739056.185891207,34.5658879999999,-88.6312126666662,-1.41214878,290.63,164,5,-66,-1,-197,-813156,-625.793,21,19-Jun-2023 04:27:41
32,32,22.215,-15.718,-1.024,0.3726527,0.3726527,10.05181625,-3.1,2.2,-1.4,490,2051,2473,28.94,24.0008288379901,20.1040828393648,21.5525882713828,21.5371108104541,32,739056.185902782,34.5658893333332,-88.6312061666667,-1.368935484,289.84,164.5,5,-62,0,-187,-813759,-625.106,21,19-Jun-2023 04:27:42
33,33,22.435,-15.881,0.991,0.36284605,0.3334261,10.01258965,-3.2,2.2,-1.5,454,2101,2466,28.95,24.0008288379901,19.9241237959733,21.5216384306769,21.7076437158309,33,739056.185914353,34.5658906666665,-88.6311996666668,-1.325722188,289.06,165,5,-58,1,-177,-814362,-624.419,21,19-Jun-2023 04:27:43
34,34,22.612,-16.009,0.938,0.38245935,0.36284605,10.0223963,-3.1,2.1,-1.3,426,2073,2508,28.96,23.9191921257575,20.2394798397551,21.3826146427998,21.6765916280356,34,739056.185925927,34.5658919999998,-88.6311931666664,-1.282508892,288.27,165.5,5,-54,2,-167,-814965,-623.732,21,19-Jun-2023 04:27:44
35,35,22.797,-16.131,0.882,0.3530394,0.3530394,10.05181625,-3.2,2.2,-1.5,426,2101,2411,28.99,23.8865803098063,20.2093596903726,21.3980415706122,21.8164885798388,35,739056.185937501,34.5658933333332,-88.6311866666665,-1.239295596,287.48,166,5,-50,3,-157,-815568,-623.045,21,19-Jun-2023 04:27:45
36,36,22.96,-16.255,0.828,0.3726527,0.34323275,10.05181625,-3.1,2.2,-1.4,440,2058,2370,29.01,24.1317680375719,20.1341391991633,21.2901582699171,21.7076437158309,36,739056.185949076,34.5658946666665,-88.6311801666666,-1.1960823,286.7,166.5,5,-46,4,-147,-816171,-622.358,21,19-Jun-2023 04:27:46
37,37,23.13,-16.387,0.782,0.3530394,0.34323275,10.01258965,-2.9,2.1,-1.5,468,2058,2397,29,23.8214298305763,20.1040828393648,21.2747663497747,21.832058572682,37,739056.18596065,34.565896,-88.6311736666667,-1.152869004,285.92,167,5,-42,5,-137,-816774,-621.671,21,19-Jun-2023 04:27:47
38,38,23.291,-16.531,0.742,0.392266,0.3530394,9.9635564,-3.1,2.3,-1.4,490,2065,2432,29.02,24.1645648524016,20.2696183145738,21.444352532051,21.7853641708066,38,739056.185972221,34.5658973333332,-88.6311671666667,-1.109655708,285.13,167.5,5,-38,6,-127,-817377,-620.984,21,19-Jun-2023 04:27:47
39,39,23.421,-16.635,0.673,0.34323275,0.32361945,10.03220295,-3.1,2.2,-1.4,418,2094,2446,29.06,24.3783546557437,19.9990280357209,21.3363639514761,21.754260488288,39,739056.185983799,34.5658986666666,-88.6311606666668,-1.066442412,284.35,168,5,-34,7,-117,-817980,-620.297,21,19-Jun-2023 04:27:49
40,40,23.528,-16.747,0.612,0.38245935,0.3334261,10.01258965,-3.1,2.2,-1.4,454,2073,2508,29.08,24.1317680375719,20.224417477166,21.5680708196798,21.5990512032878,40,739056.185995374,34.5658999999999,-88.6311541666664,-1.023229116,283.56,168.5,5,-30,8,-107,-818583,-619.61,21,19-Jun-2023 04:27:50
41,41,23.61,-16.817,0.523,0.38245935,0.34323275,10.0616229,-3,2,-1.4,390,2094,2459,29.08,24.3948441518666,20.0290211458974,21.4134735239949,21.8164885798388,41,739056.186006945,34.5659013333332,-88.6311476666665,-0.980015820000001,282.78,169,5,-26,9,-97,-819186,-618.923,21,19-Jun-2023 04:27:51
42,42,23.706,-16.899,0.447,0.3726527,0.3726527,10.0223963,-3.1,2.3,-1.4,447,2037,2432,29.09,24.4608656526652,19.9990280357209,21.5216384306769,21.7231774815723,42,739056.186018519,34.5659026666665,-88.631141166667,-0.936802524000001,281.99,169.5,5,-22,10,-87,-819789,-618.236,21,19-Jun-2023 04:27:52
43,43,23.814,-16.997,0.386,0.36284605,0.36284605,10.03220295,-3.1,2.3,-1.4,504,2065,2459,29.08,24.7758697411322,19.9091563677665,21.4907088897507,21.6145490510742,43,739056.186030094,34.5659039999999,-88.6311346666664,-0.893589228000001,281.2,170,5,-18,11,-77,-820392,-617.549,21,19-Jun-2023 04:27:53
44,44,23.916,-17.1,0.326,0.38245935,0.3530394,10.0223963,-3,2.3,-1.4,504,2080,2418,29.11,24.5104486953351,19.9690528983467,21.305555172856,21.8009237813338,44,739056.186041668,34.5659053333333,-88.6311281666667,-0.850375932000001,280.42,170.5,5,-14,12,-67,-820995,-616.862,21,19-Jun-2023 04:27:54
45,45,23.972,-17.183,0.25,0.392266,0.3334261,10.0616229,-3.2,2.1,-1.4,468,2058,2466,29.13,24.89251520341,20.1792578219599,21.3517758393543,21.8009237813338,45,739056.186053243,34.5659066666666,-88.6311216666666,-0.807162636000001,279.63,171,5,-10,13,-57,-821598,-616.175,21,19-Jun-2023 04:27:55
46,46,24.06,-17.254,0.165,0.36284605,0.3530394,10.0223963,-3,2.2,-1.3,440,2101,2384,29.14,24.6097877980719,20.1040828393648,21.3209570646775,21.7387164036188,46,739056.186064815,34.5659079999999,-88.6311151666664,-0.76394934,278.85,171.5,5,-6,14,-47,-822201,-615.488,21,19-Jun-2023 04:27:56
47,47,24.128,-17.33,0.084,0.3726527,0.34323275,10.0420096,-3.3,2.1,-1.5,461,2094,2432,29.15,24.4278421829669,20.1191087507352,21.305555172856,21.8476337662319,47,739056.18607639,34.5659093333333,-88.6311086666667,-0.720736044,278.07,172,5,-2,15,-37,-822804,-614.801,21,19-Jun-2023 04:27:57
48,48,24.175,-17.379,0.019,0.36284605,0.3334261,10.0420096,-3,2.3,-1.4,390,2094,2432,29.18,24.89251520341,20.0290211458974,21.5680708196798,21.6610732933889,48,739056.186087966,34.5659106666666,-88.6311021666666,-0.677522748000001,277.28,172.5,5,2,16,-27,-823407,-614.114,21,19-Jun-2023 04:27:58
49,49,24.249,-17.447,0.105,0.36284605,0.36284605,10.01258965,-3.1,2.3,-1.4,461,2080,2391,29.17,25.0094835413881,19.939095690188,21.5061711258425,21.6610732933889,49,739056.186099539,34.5659119999999,-88.6310956666666,-0.634309452000001,276.5,173,5,6,17,-17,-824010,-613.427,21,19-Jun-2023 04:27:59
50,50,24.31,-17.531,0.175,0.392266,0.32361945,10.09104285,-3,2.3,-1.3,518,2137,2418,29.19,25.1603504861043,20.224417477166,21.2901582699171,21.9724233071772,50,739056.186111111,34.5659133333332,-88.6310891666667,-0.591096156,275.71,173.5,5,10,18,-7,-824613,-612.74,21,19-Jun-2023 04:28:00
51,51,24.333,-17.59,0.266,0.3530394,0.32361945,10.07142955,-3.1,2.1,-1.6,461,2023,2432,29.2,25.143560706623,20.164213729252,21.3671927344227,21.8164885798388,51,739056.186122686,34.5659146666666,-88.6310826666665,-0.54788286,274.93,174,5,14,19,3,-825216,-612.053,21,19-Jun-2023 04:28:01
52,52,24.377,-17.659,0.356,0.392266,0.32361945,10.0223963,-3.1,2.2,-1.4,447,2123,2432,29.2,24.5766490559276,20.1040828393648,21.5525882713828,21.7231774815723,52,739056.18613426,34.565916,-88.6310761666666,-0.504669564,274.14,174.5,5,18,20,13,-825819,-611.366,21,19-Jun-2023 04:28:02
53,53,24.441,-17.744,0.427,0.3726527,0.34323275,10.002783,-3,2.1,-1.5,525,2101,2453,29.22,25.1267776434857,19.939095690188,21.5835584615703,21.645560089862,53,739056.186145835,34.5659173333333,-88.6310696666667,-0.461456268,273.36,175,5,22,21,23,-826422,-610.679,21,19-Jun-2023 04:28:03
54,54,24.51,-17.81,0.507,0.34323275,0.3530394,10.0420096,-3,2.1,-1.5,518,2094,2363,29.23,24.8091642367677,20.164213729252,21.3209570646775,21.6921151000855,54,739056.186157407,34.5659186666666,-88.6310631666668,-0.418242972,272.57,175.5,5,26,22,33,-827025,-609.992,21,19-Jun-2023 04:28:03
55,55,24.56,-17.859,0.599,0.36284605,0.3726527,10.0420096,-3,2.3,-1.3,504,2108,2432,29.24,25.1771469905073,20.1792578219599,21.5216384306769,21.8476337662319,55,739056.186168982,34.5659199999999,-88.6310566666666,-0.375029676,271.79,176,5,30,23,43,-827628,-609.305,21,19-Jun-2023 04:28:05
56,56,24.573,-17.883,0.717,0.3726527,0.3530394,10.05181625,-3,2.1,-1.4,411,2087,2384,29.25,25.5145026405188,19.849331206759,21.5525882713828,21.5371108104541,56,739056.186180556,34.5659213333333,-88.6310501666666,-0.33181638,271,176.5,5,34,24,53,-828231,-608.618,21,19-Jun-2023 04:28:06
57,57,24.591,-17.932,0.817,0.36284605,0.3334261,10.0420096,-3.2,2.2,-1.4,461,2065,2418,29.25,25.7182379243214,19.939095690188,21.4289105090908,21.5216384306769,57,739056.186192131,34.5659226666666,-88.6310436666666,-0.288603084,270.21,177,5,38,25,63,-828834,-607.931,21,19-Jun-2023 04:28:07
58,58,24.627,-17.995,0.91,0.3726527,0.34323275,9.9831697,-3.2,2,-1.3,475,2094,2432,29.28,24.9092051310453,20.1341391991633,21.3363639514761,21.645560089862,58,739056.186203704,34.5659239999999,-88.6310371666666,-0.245389788,269.43,177.5,5,42,26,73,-829437,-607.244,21,19-Jun-2023 04:28:08
59,59,24.66,-18.046,1.008,0.36284605,0.3530394,10.002783,-3.2,2.2,-1.3,475,2065,2377,29.3,25.5992705649539,20.1341391991633,21.3671927344227,21.4752517162094,59,739056.186215278,34.5659253333333,-88.6310306666667,-0.202176492,268.65,178,5,46,27,83,-830040,-606.557,21,19-Jun-2023 04:28:09
60,60,24.671,-18.079,1.117,0.38245935,0.3726527,10.01258965,-3.1,2.3,-1.4,461,2080,2459,29.29,25.0932316319977,19.939095690188,21.5990512032878,21.5680708196798,60,739056.186226852,34.5659266666666,-88.6310241666667,-0.158963196,267.86,178.5,5,50,28,93,-830643,-605.87,21,19-Jun-2023 04:28:10
61,61,24.71,-18.127,1.217,0.36284605,0.3726527,9.97336305,-3.1,2.3,-1.3,482,2087,2425,29.33,25.3792327277807,19.9540720558354,21.3671927344227,21.6145490510742,61,739056.186238426,34.565928,-88.6310176666666,-0.1157499,267.08,179,5,54,29,103,-831246,-605.183,21,19-Jun-2023 04:28:11
62,62,24.701,-18.168,1.32,0.392266,0.3334261,10.0616229,-3.1,2.1,-1.5,475,2080,2446,29.33,25.5145026405188,20.059032272571,21.5371108104541,21.9099866751769,62,739056.18625,34.5659293333333,-88.6310111666667,-0.0725366040000001,266.29,179.5,5,58,30,113,-831849,-604.496,21,19-Jun-2023 04:28:12
63,63,24.702,-18.208,1.425,0.392266,0.34323275,10.0420096,-3.1,2.3,-1.4,475,2094,2446,29.33,25.4806438901495,20.164213729252,21.3209570646775,21.7387164036188,63,739056.186261574,34.5659306666666,-88.6310046666667,-0.0293233080000001,265.51,180,5,52,27,104,-832451,-603.51,21,19-Jun-2023 04:28:13
64,64,24.725,-18.26,1.521,0.3726527,0.3530394,10.002783,-3.1,2.2,-1.4,504,2108,2487,29.34,25.8204834399831,20.1792578219599,21.4134735239949,21.8164885798388,64,739056.186273148,34.565932,-88.6309981666666,0.013889988,264.72,180.5,5,48,25,97,-833050,-603.692,21,19-Jun-2023 04:28:14
65,65,24.687,-18.275,1.647,0.38245935,0.3530394,10.0420096,-3.1,2.2,-1.4,433,2008,2459,29.37,25.7182379243214,19.8642808250471,21.5061711258425,21.7387164036188,65,739056.186284722,34.5659333333333,-88.6309916666667,0.057103284,263.94,181,5,45,23,91,-833648,-604.364,21,19-Jun-2023 04:28:15
66,66,24.682,-18.3,1.761,0.3530394,0.3530394,10.0420096,-3.1,2.2,-1.4,468,2044,2466,29.35,25.8375490515186,20.0440244544369,21.2286204253818,21.8164885798388,66,739056.186296296,34.5659346666667,-88.6309851666667,0.10031658,263.15,181.5,5,43,22,86,-834244,-604.607,21,19-Jun-2023 04:28:16
67,67,24.691,-18.329,1.873,0.36284605,0.36284605,10.03220295,-3.1,2.3,-1.4,475,2065,2418,29.37,25.5145026405188,20.0140223414805,21.3826146427998,21.6921151000855,67,739056.18630787,34.565936,-88.6309786666667,0.143529876,262.37,182,5,41,21,82,-834846,-604.232,21,19-Jun-2023 04:28:17
68,68,24.697,-18.344,1.997,0.3726527,0.36284605,10.0420096,-3.2,2.2,-1.4,433,2123,2432,29.4,25.684212307341,19.9690528983467,21.5680708196798,21.5371108104541,68,739056.186319444,34.5659293333333,-88.63098,0.155876532,261.58,183.5,5,38,19,78,-835447,-603.703,21,19-Jun-2023 04:28:18
69,69,24.706,-18.386,2.105,0.36284605,0.34323275,10.002783,-3.1,2.2,-1.4,468,2058,2411,29.4,26.0428911966675,20.2394798397551,21.444352532051,21.8164885798388,69,739056.186331019,34.5659241666667,-88.6309771666667,0.112148792,260.8,184.5,5,37,19,75,-836047,-603.6,21,19-Jun-2023 04:28:19
70,70,24.723,-18.425,2.218,0.36284605,0.3334261,9.99297635,-3,2.2,-1.4,440,2101,2397,29.39,25.6332263411282,19.9690528983467,21.4907088897507,21.6610732933889,70,739056.186342593,34.5659113333333,-88.6309785,0.156390976,260.01,187,5,35,18,72,-836646,-603.627,21,19-Jun-2023 04:28:20
71,71,24.693,-18.455,2.332,0.392266,0.34323275,10.05181625,-3.1,2.3,-1.3,475,1980,2363,29.42,26.3355687917004,20.1491741901621,21.2439974335734,21.8164885798388,71,739056.186354167,34.5659031666667,-88.6309776666667,0.023664424,259.23,188.4,5,34,17,70,-837246,-603.59,21,19-Jun-2023 04:28:21
72,72,24.701,-18.495,2.437,0.34323275,0.34323275,10.03220295,-3.1,2.1,-1.4,504,2051,2446,29.41,26.2320306543868,19.8792348877113,21.5216384306769,21.5835584615703,72,739056.186365741,34.5658943333333,-88.6309788333333,0.008231104,258.44,190.2,5,33,17,68,-837846,-603.493,21,19-Jun-2023 04:28:22
73,73,24.713,-18.528,2.548,0.38245935,0.3530394,10.0223963,-3.1,2.3,-1.4,475,2123,2432,29.43,26.0943878814942,19.9540720558354,21.3826146427998,21.7853641708066,73,739056.186377315,34.5658933333333,-88.6309778333333,0.011832212,257.66,190.6,5,32,16,66,-838449,-603.472,21,19-Jun-2023 04:28:23
74,74,24.693,-18.552,2.665,0.3726527,0.34323275,10.0616229,-3,2.1,-1.4,475,2023,2391,29.45,25.8546217422893,19.8642808250471,21.5371108104541,21.5990512032878,74,739056.186388889,34.5658895,-88.6309796666667,0.080253264,256.87,191.5,5,31,16,64,-839051,-603.566,21,19-Jun-2023 04:28:24
75,75,24.678,-18.591,2.774,0.392266,0.3334261,10.0420096,-3.2,2.2,-1.4,490,2065,2446,29.45,26.0600495558792,20.1191087507352,21.4134735239949,21.5835584615703,75,739056.186400463,34.565885,-88.6309798333333,0.210407596,256.08,192.5,5,30,15,62,-839653,-603.347,21,19-Jun-2023 04:28:25
76,76,24.659,-18.623,2.889,0.392266,0.32361945,10.0616229,-3.1,2.2,-1.4,468,2073,2411,29.45,25.7352612517153,19.9990280357209,21.5216384306769,21.6610732933889,76,739056.186412037,34.565876,-88.6309831666667,0.29837752,255.3,194.1,5,30,15,61,-840255,-603.404,21,19-Jun-2023 04:28:26
77,77,24.651,-18.631,3.028,0.3726527,0.34323275,10.0223963,-3.1,2.2,-1.4,390,2123,2432,29.47,25.8375490515186,19.9990280357209,21.5371108104541,21.5990512032878,77,739056.186423611,34.565876,-88.630979,0.197032052,254.52,194,5,29,15,60,-840859,-603.555,21,19-Jun-2023 04:28:27
78,78,24.634,-18.657,3.149,0.3726527,0.34323275,10.0223963,-3,2.2,-1.4,461,2065,2501,29.47,26.4740316310669,19.8343860274557,21.5835584615703,21.6765916280356,78,739056.186435185,34.5658715,-88.6309793333333,0.217609812,253.73,194.8,5,29,14,59,-841462,-603.61,21,19-Jun-2023 04:28:28
79,79,24.639,-18.709,3.246,0.34323275,0.3138128,10.05181625,-3,2.2,-1.4,532,2023,2404,29.47,26.5781904509576,19.8941934001497,21.305555172856,21.754260488288,79,739056.186446759,34.5658655,-88.630981,0.181598732,252.95,195.7,5,28,14,57,-842064,-603.43,21,19-Jun-2023 04:28:29
80,80,24.645,-18.732,3.366,0.36284605,0.36284605,10.002783,-3,2.2,-1.3,468,2058,2411,29.48,26.1459495281923,20.0740446057789,21.5216384306769,21.5371108104541,80,739056.186458333,34.565857,-88.6309876666667,0.082825484,252.16,197.3,5,27,14,56,-842665,-603.316,21,19-Jun-2023 04:28:30
81,81,24.655,-18.781,3.469,0.3530394,0.32361945,10.0223963,-3,2.1,-1.4,511,2044,2384,29.5,26.4047410997985,19.9990280357209,21.4134735239949,21.863214166866,81,739056.186469907,34.5658523333333,-88.630992,0.089513256,251.38,198.3,5,27,13,55,-843267,-603.293,21,19-Jun-2023 04:28:31
