PacketNum,PacketNumLogged,Pitch,Roll,Yaw,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,IMUTemp,HPSTemp,EXTTemp,BATTemp,PMTTemp,gpsPacketNums,gpsTimes,gpsLats,gpsLongs,gpsSpeeds,gpsAngles,gpsAlts,gpsSatNums,gpsLatErrs,gpsLongErrs,gpsAltErrs,gpsClkBiases,gpsClkDrifts,gpsTimeErrs,UTCDateTime
2731,214,18.457,-45.713,58.797,0.5099458,-0.83356525,9.81645665,-21.1,4.2,-33.7,1597,1393,2253,14.53,-3.84149040043945,34.1059588372962,-3.84149040043945,-3.84149040043945,2731,739056.217141204,34.6974555,-88.2519208333333,18.71547272,129.76,7974.7,9,5.4,4.2,7.5,-530421,-758.782,21,19-Jun-2023 05:12:41
2732,215,18.292,-46.125,58.693,0.55897905,-1.0002783,9.20844435,-4.4,14.1,-42.7,1725,922,2156,14.5,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2732,739056.217152778,34.6973491666667,-88.2517646666667,18.537475096,129.62,7961.3,10,5.2,4.1,7.6,-531181,-758.878,21,19-Jun-2023 05:12:42
2733,216,17.654,-45.81,58.956,0.7649187,-1.01008495,11.2188076,7,-5.8,-42.3,1569,664,2170,14.48,-3.84149040043945,34.1485623096829,-3.84149040043945,-3.84149040043945,2733,739056.217164352,34.6972443333333,-88.2516116666667,18.030747756,129.45,7947.2,10,5.2,4,7.6,-531941,-759.366,21,19-Jun-2023 05:12:43
2734,217,17.426,-46.494,59.061,1.1179581,-0.6276256,8.34545915,-5.3,14.9,-14.1,1320,328,2191,14.47,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2734,739056.217175926,34.697145,-88.2514598333333,17.749861332,127.02,7933.5,10,5.1,4,7.6,-532702,-759.632,21,19-Jun-2023 05:12:44
2735,218,17.175,-46.451,59.457,0.53936575,-1.04931155,11.09132115,-41,6.8,1.2,1399,707,2225,14.46,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2735,739056.2171875,34.697047,-88.2513026666667,17.962326704,125.68,7920.4,10,5.1,3.9,7.5,-533463,-760.129,21,19-Jun-2023 05:12:45
2736,219,17.175,-46.488,59.624,0.1765197,-1.0002783,10.07142955,-2.3,21.5,-13.9,1477,714,2287,14.46,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2736,739056.217199074,34.6969498333333,-88.2511396666667,18.78749488,125,7908,10,5,3.8,7.4,-534224,-760.212,21,19-Jun-2023 05:12:46
2737,220,17.067,-46.472,59.868,0.12748645,-0.89240515,9.34573745,34.1,-21,-27.8,1441,679,2198,14.43,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2737,739056.217210648,34.6968495,-88.250959,20.821606456,122.58,7895.9,10,4.9,3.7,7.4,-534985,-760.296,21,19-Jun-2023 05:12:47
2738,221,16.869,-46.544,60.079,0.16671305,-0.8041453,9.75761675,1.9,2.7,-56.4,603,607,2391,14.42,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2738,739056.217222222,34.6967446666667,-88.2507513333333,23.38919646,120.78,7883.3,11,4.8,3.7,7.4,-535746,-760.602,21,19-Jun-2023 05:12:48
2739,222,16.362,-46.179,60.47,0.48052585,-0.81395195,11.54242705,-4.3,-1.1,-63.4,92,650,2404,14.38,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2739,739056.217233796,34.6966286666667,-88.2505266666667,24.422200012,122.5,7870.2,11,4.7,3.6,7.4,-536507,-760.839,21,19-Jun-2023 05:12:49
2740,223,16.324,-46.561,60.528,0.7060788,-0.93163175,8.85540495,16.3,10.4,-48.7,-85,1000,2370,14.4,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2740,739056.21724537,34.6965003333333,-88.2502981666667,24.988088412,124.69,7857.1,11,4.6,3.5,7.3,-537269,-761.35,21,19-Jun-2023 05:12:50
2741,224,15.937,-46.302,61.251,1.0591182,-0.588399,11.5326204,-52.4,-35.2,-0.1,-106,1093,2404,14.38,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2741,739056.217256944,34.6963691666667,-88.2500761666667,24.712346428,126.09,7843.9,11,4.6,3.5,7.2,-538031,-761.657,21,19-Jun-2023 05:12:51
2742,225,15.946,-46.002,61.72,0.8433719,-0.97085835,10.50292215,23.6,6.3,17.8,99,1086,2508,14.39,-3.84149040043945,34.1059588372962,-3.84149040043945,-3.84149040043945,2742,739056.217268519,34.696238,-88.24986,24.372298944,126.99,7831.3,11,4.5,3.4,7.2,-538792,-761.664,21,19-Jun-2023 05:12:52
2743,226,16.498,-46.458,61.91,-0.0784532,-0.87279185,8.6494653,-2.4,4.1,2,78,1250,2377,14.35,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2743,739056.217280093,34.6960993333333,-88.2496476666667,24.88365628,129.26,7819,11,4.5,3.4,7.1,-539554,-761.669,21,19-Jun-2023 05:12:53
2744,227,16.567,-46.081,62.217,-0.04903325,-0.8237586,11.7483667,-5.4,18.4,-24.1,-198,1215,2356,14.37,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2744,739056.217291667,34.69595,-88.249442,25.02255616,131.99,7806.3,11,4.5,3.4,7.1,-540316,-762.063,21,19-Jun-2023 05:12:54
2745,228,17.029,-46.553,62.064,0.1372931,-0.7453054,8.0806796,41.4,7,-40.8,127,1572,2466,14.33,-3.84149040043945,34.0209086257133,-3.84149040043945,-3.84149040043945,2745,739056.217303241,34.695794,-88.2492451666667,24.751444172,134.33,7794,10,4.5,3.4,7,-541079,-762.62,21,19-Jun-2023 05:12:55
2746,229,17.059,-46.546,62.055,-0.1176798,-0.7256921,10.5323421,-16.7,-13.9,-69.1,248,1851,2349,14.33,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2746,739056.217314815,34.6956336666667,-88.2490603333333,24.405737804,137.56,7781.3,10,4.5,3.3,7,-541842,-762.801,21,19-Jun-2023 05:12:56
2747,230,17.232,-46.67,61.768,0.4314926,-0.6668522,9.7478101,8.9,8.8,-66.3,703,2208,2267,14.32,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2747,739056.217326389,34.6954645,-88.2488886666667,24.358408956,140.71,7768.6,11,4.4,3.3,6.9,-542605,-763.277,21,19-Jun-2023 05:12:57
2748,231,17.211,-46.726,61.489,0.48052585,-0.53936575,10.11065615,-6,7.8,-84.6,1193,1958,2260,14.3,-3.84149040043945,34.1059588372962,-3.84149040043945,-3.84149040043945,2748,739056.217337963,34.695293,-88.2487291666667,23.724613948,143.26,7755.8,11,4.3,3.3,6.9,-543369,-763.426,21,19-Jun-2023 05:12:58
2749,232,17.104,-46.842,61.345,0.55897905,-0.71588545,9.7478101,0.8,-3.9,-68.3,1548,1501,2177,14.3,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2749,739056.217349537,34.6951248333333,-88.24858,22.63039156,143.59,7743.1,11,4.3,3.3,6.8,-544132,-763.404,21,19-Jun-2023 05:12:59
2750,233,17.03,-47.151,61.232,0.40207265,-0.75511205,8.77695175,23.4,-3.8,-59.5,1732,843,2136,14.27,-3.84149040043945,34.0209086257133,-3.84149040043945,-3.84149040043945,2750,739056.217361111,34.6949583333333,-88.2484321666667,22.803759188,142.69,7730.1,11,4.3,3.3,6.9,-544896,-763.719,21,19-Jun-2023 05:13:00
2751,234,16.656,-47.064,61.605,0.6864655,-0.55897905,10.2577559,-17,-9.6,-29.8,1228,464,2198,14.28,-3.84149040043945,34.1059588372962,-3.84149040043945,-3.84149040043945,2751,739056.217372685,34.694799,-88.2482796666667,22.346418472,140.21,7716.4,11,4.3,3.3,6.9,-545661,-763.847,21,19-Jun-2023 05:13:01
2752,235,16.563,-47.179,62.051,0.4903325,-0.7060788,8.9632781,23.5,-26.5,2.3,1342,321,2184,14.3,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2752,739056.217384259,34.694644,-88.2481221666667,22.43490284,139.15,7702.7,11,4.3,3.2,6.8,-546426,-764.229,21,19-Jun-2023 05:13:02
2753,236,16.477,-47.523,62.185,0.85317855,-0.7649187,9.07115125,-2.5,24.9,-15.5,1228,407,2225,14.26,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2753,739056.217395833,34.6944946666667,-88.2479598333333,22.300632956,136.72,7688.4,11,4.3,3.2,6.8,-547191,-764.685,21,19-Jun-2023 05:13:03
2754,237,16.506,-48.203,62.482,0.48052585,-0.83356525,8.38468575,-26.5,-17.9,-6.5,1150,471,2260,14.27,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2754,739056.217407407,34.6943515,-88.2477923333333,22.052156504,134.78,7673.8,11,4.2,3.1,6.8,-547957,-764.846,21,19-Jun-2023 05:13:04
2755,238,16.282,-48.34,62.924,0.5491724,-1.0198916,10.38524235,-47.5,-5.7,-6.9,1100,493,2253,14.25,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2755,739056.217418981,34.6942101666667,-88.2476228333333,21.957498808,135.03,7659.5,11,4.2,3.1,6.8,-548723,-765.187,21,19-Jun-2023 05:13:05
2756,239,16.518,-48.518,62.983,0.2745862,-0.784532,8.5121722,53.5,28.9,-14.8,1327,378,2115,14.24,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2756,739056.217430556,34.6940686666667,-88.2474506666667,22.455995044,134.39,7645.1,11,4.2,3.1,6.8,-549489,-765.718,21,19-Jun-2023 05:13:06
2757,240,16.239,-48.731,63.405,0.2353596,-0.93163175,10.05181625,-49,-32.3,-35.8,1036,557,2287,14.23,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2757,739056.21744213,34.6939278333333,-88.2472703333333,22.909734652,132.49,7630,11,4.1,3.1,6.8,-550256,-766.014,21,19-Jun-2023 05:13:07
2758,241,16.295,-48.595,63.704,-0.18632635,-0.81395195,9.56148375,34.3,-4.7,-38.6,688,536,2404,14.23,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2758,739056.217453704,34.693787,-88.2470778333333,23.900553796,130.61,7615,11,4.1,3.1,6.8,-551023,-766.238,21,19-Jun-2023 05:13:08
2759,242,16.404,-48.83,63.742,0.38245935,-0.9218251,9.7281968,-16.2,54.9,-39.2,340,586,2384,14.19,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2759,739056.217465278,34.6936446666667,-88.24687,25.004036176,128.62,7599.8,11,4,3,6.7,-551790,-766.432,21,19-Jun-2023 05:13:09
2760,243,16.258,-48.285,64.122,0.00980665,-0.5687857,10.983448,24.4,-22.4,-53.4,113,1029,2425,14.19,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2760,739056.217476852,34.6935003333333,-88.2466516666667,25.941867588,128.51,7585,11,3.9,3,6.6,-552557,-766.836,21,19-Jun-2023 05:13:10
2761,244,16.398,-48.668,64.099,0.46091255,-0.4314926,8.9436648,-17.2,-4.7,-63.3,42,1386,2508,14.16,-3.84149040043945,33.9784615615071,-3.84149040043945,-3.84149040043945,2761,739056.217488426,34.6933498333333,-88.2464303333333,26.386347204,130.09,7570.3,11,3.9,2.9,6.6,-553323,-766.794,21,19-Jun-2023 05:13:11
2762,245,16.608,-48.663,63.946,0.392266,-0.7649187,10.38524235,-11.8,28.3,-48.7,163,1908,2377,14.17,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2762,739056.2175,34.6931895,-88.2462106666667,27.115828796,132.58,7555.6,11,3.9,2.9,6.5,-554091,-767.012,21,19-Jun-2023 05:13:12
2763,246,16.883,-48.694,63.802,0.55897905,-0.67665885,9.5320638,19.8,19.6,-38.4,461,1908,2418,14.14,-3.84149040043945,34.0209086257133,-3.84149040043945,-3.84149040043945,2763,739056.217511574,34.6930201666667,-88.2459981666667,27.012425552,135.01,7541.4,11,3.8,2.9,6.5,-554858,-767.099,21,19-Jun-2023 05:13:13
2764,247,17.38,-48.77,63.74,0.53936575,-0.4118793,9.81645665,-18.8,32.8,-7.5,504,2051,2377,14.15,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2764,739056.217523148,34.6928445,-88.245792,27.172417636,136.07,7527.3,11,3.8,2.9,6.6,-555625,-767.102,21,19-Jun-2023 05:13:14
2765,248,17.616,-48.563,63.935,0.4707192,-0.83356525,10.4146623,5.3,-9.1,2.4,745,2037,2308,14.14,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2765,739056.217534722,34.692665,-88.245587,27.411634096,136.77,7513,11,3.8,2.9,6.6,-556393,-767.297,21,19-Jun-2023 05:13:15
2766,249,17.97,-48.312,64.133,0.61781895,-0.6276256,10.46369555,2.4,9.1,18.5,355,2115,2342,14.11,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2766,739056.217546296,34.6924836666667,-88.2453855,27.168816528,137.64,7498.7,11,3.8,2.9,6.6,-557161,-767.489,21,19-Jun-2023 05:13:16
2767,250,18.473,-48.362,64.438,0.5295591,-0.6472389,9.38496405,3.2,-6.4,39.2,198,1915,2356,14.11,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2767,739056.21755787,34.692301,-88.2451876666667,27.125603232,137.95,7484.5,11,3.7,2.8,6.6,-557929,-768.017,21,19-Jun-2023 05:13:17
2768,251,19,-48.505,64.659,0.3138128,-0.87279185,9.71839015,-16.4,17.6,33.5,14,1801,2315,14.09,-3.84149040043945,34.1059588372962,-3.84149040043945,-3.84149040043945,2768,739056.217569444,34.6921205,-88.2449865,27.288167536,136.7,7470.7,11,3.7,2.8,6.5,-558698,-768.163,21,19-Jun-2023 05:13:18
2769,252,19.382,-48.548,64.735,0.0392266,-1.0591182,9.60071035,19.6,7.6,-4.2,-63,1880,2363,14.06,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2769,739056.217581019,34.6919398333333,-88.2447823333333,27.505777348,136.68,7456.8,11,3.7,2.8,6.5,-559466,-768.496,21,19-Jun-2023 05:13:19
2770,253,19.577,-48.579,64.786,0.20593965,-0.73549875,9.80665,0.3,-4.3,-29.4,28,1944,2301,14.1,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2770,739056.217592593,34.6917598333333,-88.2445823333333,26.761891324,137.62,7442.9,11,3.6,2.8,6.4,-560235,-768.841,21,19-Jun-2023 05:13:20
2771,254,19.664,-48.629,64.798,0.18632635,-0.7649187,10.0420096,-11.8,-5.9,-42.3,426,1987,2370,14.06,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2771,739056.217604167,34.6915811666667,-88.2443918333333,26.191372928,139.07,7429,11,3.6,2.8,6.4,-561004,-769.023,21,19-Jun-2023 05:13:21
2772,255,19.435,-48.772,64.799,0.8629852,-0.93163175,10.22833595,-29.5,-5.4,-45.3,859,1937,2418,14.07,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2772,739056.217615741,34.6914013333333,-88.2442086666667,25.972219784,140.13,7414.8,11,3.6,2.8,6.4,-561773,-769.259,21,19-Jun-2023 05:13:22
2773,256,19.501,-48.616,64.787,0.7256921,-0.81395195,9.8851032,31,8.9,-20.4,1178,1915,2301,14.03,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2773,739056.217627315,34.6912211666667,-88.244031,25.851325444,141.28,7400.8,11,3.6,2.8,6.3,-562541,-769.021,21,19-Jun-2023 05:13:23
2774,257,19.666,-48.705,64.712,0.6472389,-0.71588545,10.16949605,-23.7,32.4,-18,1306,1872,2273,14.03,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2774,739056.217638889,34.6910356666667,-88.2438611666667,25.635773408,143.57,7386.8,11,3.6,2.8,6.4,-563311,-769.45,21,19-Jun-2023 05:13:24
2775,258,19.498,-48.839,64.761,0.97085835,-1.0787315,9.8851032,-9.6,-10.2,-21.1,1505,1801,2163,14.01,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2775,739056.217650463,34.6908486666667,-88.2437013333333,25.225247096,144.93,7373.1,11,3.6,2.9,6.4,-564081,-769.76,21,19-Jun-2023 05:13:25
2776,259,19.861,-49.575,64.419,0.67665885,-0.95124505,8.5710121,-19.6,37.1,-16.8,1661,1844,2108,14.02,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2776,739056.217662037,34.6906675,-88.2435496666667,24.019904804,145.32,7360.1,11,3.7,2.9,6.4,-564850,-769.802,21,19-Jun-2023 05:13:26
2777,260,19.92,-49.494,64.309,0.10787315,-0.9022118,10.14988275,10.4,15.6,-47.3,1725,1651,2046,14,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2777,739056.217673611,34.6904933333333,-88.2434026666667,23.16541332,144.38,7346.8,11,3.7,2.9,6.4,-565621,-769.977,21,19-Jun-2023 05:13:27
2778,261,19.566,-49.198,64.433,0.2549729,-0.91201845,10.5127288,22,-3,-56.7,1583,1036,2198,14,-3.84149040043945,34.0209086257133,-3.84149040043945,-3.84149040043945,2778,739056.217685185,34.6903305,-88.2432568333333,21.874673324,141.75,7332.8,11,3.7,2.9,6.5,-566392,-770.563,21,19-Jun-2023 05:13:28
2779,262,19.48,-49.022,64.723,0.24516625,-0.5687857,9.85568325,15.5,8.5,-20.9,1249,671,2246,13.99,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2779,739056.217696759,34.6901811666667,-88.2431086666667,21.062880692,139.26,7318.9,11,3.6,2.9,6.6,-567164,-771.006,21,19-Jun-2023 05:13:29
2780,263,19.519,-49.018,65.073,0.44129925,-0.4707192,9.73800345,-12.5,21.6,7.6,1313,593,2322,13.96,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2780,739056.217708333,34.6900348333333,-88.2429613333333,21.176572816,140.73,7305.8,11,3.6,2.9,6.6,-567935,-771.08,21,19-Jun-2023 05:13:30
2781,264,19.534,-48.927,65.576,0.61781895,-0.7453054,10.07142955,-15.5,2.2,39.6,1569,793,2239,13.98,-3.84149040043945,34.1059588372962,-3.84149040043945,-3.84149040043945,2781,739056.217719907,34.6898853333333,-88.2428195,21.090146224,142.24,7293.2,11,3.6,2.9,6.6,-568706,-770.772,21,19-Jun-2023 05:13:31
2782,265,19.799,-49.062,65.78,0.32361945,-0.79433865,9.36535075,-3.6,3.7,18.2,1711,1250,2198,13.97,-3.84149040043945,34.0209086257133,-3.84149040043945,-3.84149040043945,2782,739056.217731482,34.6897361666667,-88.2426793333333,20.789196484,141.72,7280.2,11,3.6,2.9,6.6,-569477,-770.893,21,19-Jun-2023 05:13:32
2783,266,19.891,-49.328,65.84,0.55897905,-0.784532,8.9632781,4.8,-13.2,-11.8,1775,1429,2080,13.96,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2783,739056.217743056,34.689593,-88.242538,20.373525732,140.12,7267.2,11,3.5,2.9,6.6,-570249,-771.088,21,19-Jun-2023 05:13:33
2784,267,19.951,-49.469,65.689,0.30400615,-1.04931155,9.8458766,0.5,48.2,-32.5,1597,1150,2211,13.94,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2784,739056.21775463,34.6894565,-88.2423903333333,20.278353592,136.88,7254.1,11,3.5,3,6.6,-571021,-771.453,21,19-Jun-2023 05:13:34
2785,268,19.645,-49.368,65.794,0.1765197,-0.81395195,10.11065615,10.8,8.9,-55.2,1541,664,2156,13.93,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2785,739056.217766204,34.6893235,-88.2422371666667,20.386386832,135.57,7240.9,11,3.4,3,6.6,-571794,-771.835,21,19-Jun-2023 05:13:35
2786,269,18.812,-49.198,66.184,0.93163175,-0.87279185,11.1403544,-26.9,-8.2,-62.5,1036,343,2260,13.92,-3.84149040043945,34.0209086257133,-3.84149040043945,-3.84149040043945,2786,739056.217777778,34.6891936666667,-88.242076,20.77582094,133.19,7227.8,11,3.4,3,6.5,-572567,-772.041,21,19-Jun-2023 05:13:36
2787,270,18.449,-49.162,66.419,0.4903325,-0.784532,10.0420096,-0.1,2.8,-56.8,724,528,2384,13.92,-3.84149040043945,34.0209086257133,-3.84149040043945,-3.84149040043945,2787,739056.217789352,34.6890665,-88.2419045,21.385951524,131.43,7215.2,11,3.4,3,6.5,-573339,-772.263,21,19-Jun-2023 05:13:37
2788,271,18.19,-49.518,66.534,0.81395195,-0.55897905,8.825985,2.6,-0.2,-64,305,550,2363,13.91,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2788,739056.217800926,34.6889375,-88.2417198333333,22.824336948,129.39,7202.5,11,3.4,2.9,6.5,-574113,-772.653,21,19-Jun-2023 05:13:38
2789,272,18.053,-49.429,66.641,0.97085835,-0.3530394,9.71839015,4.8,6.5,-51.1,-106,1222,2363,13.87,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2789,739056.2178125,34.6888001666667,-88.2415186666667,24.5775621,129.64,7189.8,11,3.4,2.9,6.4,-574886,-772.812,21,19-Jun-2023 05:13:39
2790,273,18.222,-49.514,66.851,0.51975245,-0.69627215,9.4339973,0.6,-7.5,-14.9,-106,1393,2432,13.89,-3.84149040043945,34.0209086257133,-3.84149040043945,-3.84149040043945,2790,739056.217824074,34.6886581666667,-88.2413115,24.805460792,129.78,7177.1,11,3.4,2.9,6.4,-575659,-772.722,21,19-Jun-2023 05:13:40
2791,274,18.695,-49.447,67.015,0.12748645,-0.4118793,9.610517,4.5,7.3,-6.1,-198,1544,2260,13.88,-3.84149040043945,33.9784615615071,-3.84149040043945,-3.84149040043945,2791,739056.217835648,34.6885118333333,-88.2411051666667,25.022041716,131.33,7164.1,11,3.4,2.9,6.4,-576432,-772.989,21,19-Jun-2023 05:13:41
2792,275,18.938,-49.544,67.19,0.1176798,-1.0395049,10.2381426,-26.8,15.2,-6.7,120,1422,2432,13.88,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2792,739056.217847222,34.6883615,-88.240899,25.375979188,131.49,7151.1,11,3.3,2.8,6.4,-577205,-773.143,21,19-Jun-2023 05:13:42
2793,276,18.811,-49.331,67.655,1.0395049,-1.08853815,10.46369555,1.5,-11,17.7,63,1308,2528,13.87,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2793,739056.217858796,34.6882073333333,-88.24069,25.882706528,132.08,7138.3,11,3.3,2.8,6.3,-577979,-773.405,21,19-Jun-2023 05:13:43
2794,277,19.025,-49.492,67.771,0.48052585,-0.9022118,9.22805765,12.2,-2.3,-10.3,7,1479,2391,13.87,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2794,739056.21787037,34.6880455,-88.2404826666667,26.300435056,134.55,7125.6,11,3.3,2.8,6.3,-578753,-773.419,21,19-Jun-2023 05:13:44
2795,278,19.235,-49.387,67.767,0.08825985,-0.65704555,10.20872265,0.6,2.8,-40.7,-177,1822,2280,13.84,-3.84149040043945,33.9784615615071,-3.84149040043945,-3.84149040043945,2795,739056.217881944,34.687874,-88.2402808333333,26.608072568,136.67,7112.7,11,3.3,2.8,6.3,-579527,-773.649,21,19-Jun-2023 05:13:45
2796,279,19.617,-49.597,67.452,0.04903325,-0.588399,9.2770909,7.5,14.3,-58.2,333,2137,2308,13.84,-3.84149040043945,34.0846767233026,-3.84149040043945,-3.84149040043945,2796,739056.217893519,34.6876998333333,-88.2400836666667,26.314325044,137.02,7100,11,3.2,2.8,6.2,-580301,-774.006,21,19-Jun-2023 05:13:46
2797,280,19.723,-49.653,67.289,0.0980665,-0.7060788,10.18910935,-16.2,-5.6,-63.2,894,2201,2246,13.83,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2797,739056.217905093,34.6875285,-88.2398911666667,25.618796756,136.8,7087.4,11,3.2,2.7,6.2,-581076,-774.349,21,19-Jun-2023 05:13:47
2798,281,19.681,-49.865,67.057,0.40207265,-0.7453054,9.4536106,-2,-2.7,-73.4,1541,1765,2142,13.81,-3.84149040043945,34.0209086257133,-3.84149040043945,-3.84149040043945,2798,739056.217916667,34.6873618333333,-88.2397043333333,24.918638472,137.38,7074.8,11,3.2,2.7,6.2,-581850,-774.467,21,19-Jun-2023 05:13:48
2799,282,19.415,-49.526,67.058,0.6080123,-0.6276256,10.99325465,2.2,29.2,-53.3,1633,1115,2136,13.81,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2799,739056.217928241,34.6872011666667,-88.239524,23.855797168,137.05,7062.3,11,3.3,2.7,6.2,-582625,-774.392,21,19-Jun-2023 05:13:49
2800,283,19.1,-49.406,67.281,1.2160246,-0.51975245,10.28717585,-18.5,22.2,-10.8,1541,807,2170,13.83,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2800,739056.217939815,34.6870456666667,-88.2393538333333,22.852631368,138.28,7049.7,11,3.3,2.7,6.3,-583400,-774.496,21,19-Jun-2023 05:13:50
2801,284,19.108,-49.404,67.666,0.42168595,-0.784532,9.56148375,-1.1,-32.7,9.3,1746,1015,2080,13.82,-3.84149040043945,33.9784615615071,-3.84149040043945,-3.84149040043945,2801,739056.217951389,34.6868938333333,-88.2391911666667,22.273881868,138.4,7036.8,11,3.3,2.8,6.4,-584175,-774.93,21,19-Jun-2023 05:13:51
2802,285,19.442,-49.337,67.731,-0.1569064,-0.77472535,9.9243298,6.7,18.3,-8.3,1754,1236,2129,13.81,-3.84149040043945,34.1485623096829,-3.84149040043945,-3.84149040043945,2802,739056.217962963,34.6867483333333,-88.2390295,21.701305696,136.77,7024,11,3.3,2.8,6.4,-584950,-774.827,21,19-Jun-2023 05:13:52
2803,286,19.381,-49.548,67.754,0.588399,-1.04931155,9.62032365,-4.8,28.6,-17.7,1512,822,2156,13.8,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2803,739056.217974537,34.6866101666667,-88.238864,21.378749308,134.02,7010.6,11,3.3,2.8,6.4,-585726,-775.211,21,19-Jun-2023 05:13:53
2804,287,19.202,-49.4,68.023,0.06864655,-0.7060788,9.91452315,11.5,-26.4,-41.4,1413,879,2308,13.8,-3.84149040043945,33.9996786070093,-3.84149040043945,-3.84149040043945,2804,739056.217986111,34.6864775,-88.2386965,21.167312824,133.43,6997.4,11,3.2,2.8,6.4,-586502,-775.472,21,19-Jun-2023 05:13:54
2805,288,19.058,-49.574,68.094,0.2157463,-0.71588545,9.30651085,5.3,2.5,-53.3,1292,586,2205,13.75,-3.84149040043945,34.0634076635902,-3.84149040043945,-3.84149040043945,2805,739056.217997685,34.6863436666667,-88.2385298333333,21.39315374,134.25,6983.9,11,3.2,2.9,6.4,-587277,-775.344,21,19-Jun-2023 05:13:55
2806,289,18.744,-49.601,68.35,0.6080123,-0.7453054,10.28717585,-20.9,26.6,-42.7,688,264,2225,13.75,-3.84149040043945,34.0421516378241,-3.84149040043945,-3.84149040043945,2806,739056.218009259,34.6862088333333,-88.2383598333333,21.675069052,133.47,6969.5,11,3.2,2.9,6.4,-588054,-775.759,21,19-Jun-2023 05:13:56
2807,290,18.583,-49.33,68.899,0.51975245,-0.5687857,10.09104285,14.6,-3.6,-9.4,490,264,2267,13.75,-3.84149040043945,34.0209086257133,-3.84149040043945,-3.84149040043945,2807,739056.218020833,34.6860793333333,-88.2381873333333,21.174000596,131.67,6955.2,11,3.2,2.9,6.4,-588831,-776.17,21,19-Jun-2023 05:13:57
